JOB_NUMBER,USER,TIMESTAMP,COMMIT_ID,BRANCH,PLATFORM,MODE,VERSION,MODIFY_LOG,BUILD_ACTION,PACKAGE_MODE,IPA_METHOD,BUILD_CODE,ALIAS,PATCH_PLATFORM_MODE,PATCH_VERSION,PATCH_COMMIT
353,sagittarius,1584713782462,b48c89af3285d7c39a2706683e02923a3cb6918c,origin/release/v1.1.0,ios,release,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,353,UNDEFINED,UNDEFINED,UNDEFINED
354,sagittarius,1584720858221,f6114b424d62fdc1e99b6c22205b4b4d3b53ea18,origin/release/v1.1.0,ios,release,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,354,UNDEFINED,UNDEFINED,UNDEFINED
355,zhouyuan,1584953668750,cc4f54470c2920093a021abdde2866cf11b15cef,origin/lua,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
356,zhouyuan,1584954795137,cc4f54470c2920093a021abdde2866cf11b15cef,origin/lua,ios,debug,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
357,zhouyuan,1584954879443,cc4f54470c2920093a021abdde2866cf11b15cef,origin/lua,ios,debug,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
358,zhouyuan,1584959336924,ce65f858fc6bd20363802b4cc50619c3efcbb7a2,origin/lua,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
359,zhouyuan,1584960405191,5959f97cd5de142b08e75262d2b190476971d693,origin/lua,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
360,zhouyuan,1584973935616,d988afb01055afca570e6ce237d8077947197d14,origin/lua,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,15,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
361,zhouyuan,1585030878713,458a9dd5f226a63b69479d81d0cf3b80d2d73af3,origin/lua,ios,debug,1.1.0,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
362,zhouyuan,1585274910203,6fe8f33731c4c4a59171c4536c6017701b0f990c,origin/lua,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,362,UNDEFINED,UNDEFINED,UNDEFINED
363,zhouyuan,1585280104343,4aafda1973152cdd1e506dcc4a6c2c120d2eca64,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
364,zhouyuan,1585280454553,9071e7f85ddf699a9827fcdaa2a0edce35a61aa9,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
365,zhouyuan,1585281087905,3082b8cde46bfc49a39eb968aaa8a1dc5301645f,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
366,sagittarius,1585284591454,3a6b625a92b20cb2aa875b95d267ffb7ee2cae8b,origin/lua,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,share,UNDEFINED,UNDEFINED,UNDEFINED
367,zhouyuan,1585289247600,2386b713d35c48f71844e05a9fd7c0b090c4b073,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
368,zhouyuan,1585294571915,bb126cee005a79732b0a76274ccf726cdd79a6f5,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
369,zhouyuan,1585295478546,878d41fde9816e9c8c9298c2c1e6ff3a74ad0ca6,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
370,zhouyuan,1585296367333,8f3faf59cdf749bf75753be122b8b33431aa32d2,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
371,zhouyuan,1585310095770,a4aed0f516a19fe63e34230be2a9eb84fa584e2c,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
372,zhouyuan,1585312350595,51d92acafef048a9bf303490b507b3bc7d798343,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
373,zhouyuan,1585316493674,c4798abb56b4af1afada6b5ddfa49a67c03fc368,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
374,zhouyuan,1585359917845,a6d201053bba66f08be9a2036a3d5292124a01c0,origin/lua,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,373,UNDEFINED,UNDEFINED,UNDEFINED
375,zhouyuan,1585365860944,cd01879590fff82398fd2045e4e99a9e0884db52,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
376,zhouyuan,1585368172457,636d89039961b639bd57eefb7fd8445d82e62bff,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
377,zhouyuan,1585368923467,c74b6cffcb0a7e759c3e3b6aefa77c44c9d8cdcd,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
378,zhouyuan,1585378206456,d7e4f63c5c4e7af29890eee58c3db387f3b4cbf3,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
379,zhouyuan,1585378621920,d7e4f63c5c4e7af29890eee58c3db387f3b4cbf3,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
380,zhouyuan,1585378830938,d7e4f63c5c4e7af29890eee58c3db387f3b4cbf3,origin/lua,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,380,UNDEFINED,UNDEFINED,UNDEFINED
381,zhouyuan,1585383372658,6786ec81b360dc0f1f1570c9a9f7937c6b989083,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
382,zhouyuan,1585386145456,6ac8472a20cbfbc250346399be0b00d400969acb,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
383,zhouyuan,1585388126456,f5fcfbfe96ed392ff2a87d4f8dc6d2ed6c834bee,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
384,sagittarius,1585391530782,ea2a451c62f2d057b8c810aea8aa8a53d9c618ab,origin/lua,ios,release,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
385,sagittarius,1585391917217,ef971504619c01eb7afd059f9e19f40b63607adf,origin/lua,ios,release,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
386,zhouyuan,1585395995187,5e7e5118f483cf5c7164cb7ddb92b44178629ed2,origin/lua,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,386,UNDEFINED,UNDEFINED,UNDEFINED
387,zhouyuan,1585397644221,f6114b424d62fdc1e99b6c22205b4b4d3b53ea18,origin/release/v1.1.0,ios,debug,1.1.0,UNDEFINED,build_app,UNDEFINED,adhoc ,16,387,UNDEFINED,UNDEFINED,UNDEFINED
388,zhouyuan,1585403283634,50a25fb398dc8573ee634ff1df581e4be523bb91,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
389,sagittarius,1585403682956,5a2fb9dcbd2c9359790dd28417c4122f918142d8,origin/lua,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
390,zhouyuan,1585456784483,eabf9c23f4ea4b2950a4970372051fefd16b318b,origin/lua,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,appstore,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
391,zhouyuan,1585461199120,a60fc7e71d10b1037bf234293749d01aeb4cb636,origin/lua,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,appstore,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
392,zhouyuan,1585463752016,d5930dd7c1d282c5f0bdf69b146e9546bb2f9230,origin/test,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
393,zhouyuan,1585464405182,1733ef24097831f3e3b5a28857d19b4288bbabd7,origin/test,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
394,zhouyuan,1585464922921,841ab404a844359462152f5a93d3b541e43de9ca,origin/test,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
395,zhouyuan,1585471449351,841ab404a844359462152f5a93d3b541e43de9ca,origin/test,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
396,zhouyuan,1585472393191,b8492ef4da22ee28bf7628905297f4de973b46e6,origin/test,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
397,zhouyuan,1585472941866,207d4016732ac76269667795b5c9cf2206cb92b0,origin/test,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
398,zhouyuan,1585473403738,a90c76d636073fbee3ba87b3367c223cfc3e395e,origin/test,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
399,zhouyuan,1585474750640,ff648c2b3c1ab9e8a6330ab7b3a59b921506b047,origin/test,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
400,zhouyuan,1585476073399,9c74ca3f7ab3f52d6eaa445d2f7eb09e7b537742,origin/test,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
401,zhouyuan,1585476849538,9c74ca3f7ab3f52d6eaa445d2f7eb09e7b537742,origin/test,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
402,zhouyuan,1585478474139,9c74ca3f7ab3f52d6eaa445d2f7eb09e7b537742,origin/test,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,appstore,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
403,zhouyuan,1585533523746,90e1eba0e6d792ae3c6959648ff6a011f7e723b2,origin/test,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,appstore,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
404,sagittarius,1585534165333,b402545f9b94222a4087121e595bb94a37f3b40e,origin/lua,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,404,UNDEFINED,UNDEFINED,UNDEFINED
405,sagittarius,1585535212682,fb3c26212f730d26c44d22323c66991a4deeb8e9,origin/lua,ios,release,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
406,sagittarius,1585535278744,fb3c26212f730d26c44d22323c66991a4deeb8e9,origin/lua,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,406,UNDEFINED,UNDEFINED,UNDEFINED
407,sagittarius,1585536865512,24b18a291e2ee2e3d3b3fab1219090d6187e3374,origin/lua,ios,release,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
408,zhouyuan,1585538900852,0ad7476c59081350b2acd81b438be402d62b29b8,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
409,zhouyuan,1585543134039,c7f1cf13af141173e1a8d1892acc8ffab4b057c1,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
410,zhouyuan,1585549604014,c7f1cf13af141173e1a8d1892acc8ffab4b057c1,origin/release/v1.1.1,ios,debug,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,410,UNDEFINED,UNDEFINED,UNDEFINED
411,sagittarius,1585550524151,c7f1cf13af141173e1a8d1892acc8ffab4b057c1,origin/release/v1.1.1,ios,release,1.1.1,UNDEFINED,build_app,UNDEFINED,adhoc ,16,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
412,zhouyuan,1585625135013,49be02e8bf5cbdb3507b9becfcad4a6e8ec6c764,origin/lua,ios,debug,1.1.1,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
413,zhouyuan,1585625325183,49be02e8bf5cbdb3507b9becfcad4a6e8ec6c764,origin/lua,ios,debug,1.1.2,UNDEFINED,build_app,UNDEFINED,adhoc ,17,413,UNDEFINED,UNDEFINED,UNDEFINED
414,sagittarius,1585880983044,de9c8850e87697cc27c6f0fc6881b1ab61942abb,origin/lua,ios,debug,1.1.2,test,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
415,sagittarius,1585881322231,de9c8850e87697cc27c6f0fc6881b1ab61942abb,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
416,sagittarius,1585881630215,89ecd31db1ed3448dc97baf6e4b593aa09b5c4ec,origin/lua,ios,debug,1.1.2,test,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
417,sagittarius,1585882881762,ee3577a70e1c619c1f3b3bd97db33e2c38e4621c,origin/feature/nick,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
418,sagittarius,1585882968779,b507845996bacc4be78a4f974b27a7ed47ebf7a0,origin/feature/nick,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
419,sagittarius,1585883224501,b507845996bacc4be78a4f974b27a7ed47ebf7a0,origin/feature/nick,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
420,sagittarius,1585883708325,c6072bcd26e52b544d57b92eb6d2ecf6c1ff57e7,origin/feature/nick,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
421,sagittarius,1585883786061,3782406813fe835f63b7221eab3e68c833622873,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
422,sagittarius,1585883824908,c6072bcd26e52b544d57b92eb6d2ecf6c1ff57e7,origin/feature/nick,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
423,sagittarius,1585884054580,7effd5479fa005a3e9e282726e1372c689ae61f1,origin/feature/nick,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
424,sagittarius,1585884118678,7effd5479fa005a3e9e282726e1372c689ae61f1,origin/feature/nick,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
425,sagittarius,1585884303097,7effd5479fa005a3e9e282726e1372c689ae61f1,origin/feature/nick,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
426,sagittarius,1585884643099,2d86cdfe1777c542be71e986e32ff7f10436338f,origin/feature/nick,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
427,zhouyuan,1585886134426,24eabf73642940fd5ab3d317d1f510d66a5a9e55,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
428,zhouyuan,1586144019718,239d9470ad69f3b4e25120f1567f9f7364083f02,origin/lua,ios,debug,1.1.2,UNDEFINED,build_app,UNDEFINED,adhoc ,17,428,UNDEFINED,UNDEFINED,UNDEFINED
429,zhouyuan,1586144374333,5b16279fba24ec75a79f6a609168bf0882332497,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
430,zhouyuan,1586145254547,5b16279fba24ec75a79f6a609168bf0882332497,origin/lua,ios,debug,1.1.2,UNDEFINED,build_app,UNDEFINED,adhoc ,17,430,UNDEFINED,UNDEFINED,UNDEFINED
431,zhouyuan,1586161038022,0d2e0f3d390ac12d6a3b0ba585c5d187b766f1dd,origin/lua,ios,debug,1.1.2,UNDEFINED,build_app,UNDEFINED,adhoc ,17,431,UNDEFINED,UNDEFINED,UNDEFINED
432,zhouyuan,1586164665656,0d2e0f3d390ac12d6a3b0ba585c5d187b766f1dd,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
433,sagittarius,1586178699265,45605e302e0a34d4832c41b5ceca4a875190c1b4,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
434,zhouyuan,1586225832946,2d3e6c535a3107d2bee0f403eab87b72340aa1c0,origin/lua,ios,release,1.1.2,UNDEFINED,build_app,UNDEFINED,adhoc ,17,434,UNDEFINED,UNDEFINED,UNDEFINED
435,zhouyuan,1586233392553,d035d845b7f3dd51854b1aebdf582166d187a9b5,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
436,zhouyuan,1586242590397,1430a1ab13963cf56ba632ef0a11d995fc0f90d1,origin/lua,ios,release,1.1.2,UNDEFINED,build_app,UNDEFINED,adhoc ,17,436,UNDEFINED,UNDEFINED,UNDEFINED
437,zhouyuan,1586243439292,2b9ecfb42759545447fd5e3af6c3a771eff06d72,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
438,zhouyuan,1586265561718,952fcf69f84a4ebb85ca2ebf7406624ae66c90c7,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
439,zhouyuan,1586312353635,308f7d55810bb32237c36671db73cd6a24fba03d,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
440,zhouyuan,1586315375798,fa7f06b97afe6d3186eb181518f979069a628ce5,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
441,zhouyuan,1586372149113,a1511f230d52ff71da2fc4aad4d94022bed9b90d,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
442,zhouyuan,1586404823398,112310fca7f5bab41fdc57effd00a70b9a0e0d19,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
443,zhouyuan,1586406017718,112310fca7f5bab41fdc57effd00a70b9a0e0d19,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
444,zhouyuan,1586407469083,bab7c7626426cd6ecf2a9cad10f1189429625a23,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
445,zhouyuan,1586417104593,eb57547493398a46b9c4da78d997d1e8a421dc2b,origin/test,ios,debug,1.1.2,UNDEFINED,build_app,UNDEFINED,adhoc ,17,445,UNDEFINED,UNDEFINED,UNDEFINED
446,zhouyuan,1586417742277,63d53de5fcaf4dd61ff7562b9dbc51091cebd2e5,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
447,zhouyuan,1586420034633,bdc7112b08bddeaf0e4fccacbf02dc32fd658b1d,origin/lua,ios,debug,1.1.2,UNDEFINED,build_app,UNDEFINED,adhoc ,17,447,UNDEFINED,UNDEFINED,UNDEFINED
448,sagittarius,1586426539981,f83bad79b662152b91696698be45f6bfe4c046e8,origin/lua,ios,debug,1.1.2,UNDEFINED,build_app,UNDEFINED,adhoc ,17,log,UNDEFINED,UNDEFINED,UNDEFINED
449,zhouyuan,1586437487531,d2288331b6a8a00c004213b4b582cf8694e33d92,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
450,sagittarius,1586440306992,744cfd4255f194cdee2f80545d65d226b5440c2f,origin/lua,ios,debug,1.1.2,UNDEFINED,build_app,UNDEFINED,adhoc ,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
451,zhouyuan,1586441183404,744cfd4255f194cdee2f80545d65d226b5440c2f,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
452,sagittarius,1586484125625,55430bdbbd37f9ba3615eaca2bbed5c59dacf903,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
453,zhouyuan,1586486801073,135cd64c5d6ff71551e8e6becba894ec3024e24a,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
454,zhouyuan,1586490040761,99abff339c21f623ebce24fe5071c2e017b01780,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
455,zhouyuan,1586491506171,bee2f20b2224dc32d2b0d664aa7d657a12fec666,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
456,zhouyuan,1586511023162,81502a6b3c620c5b34af9750c746a5ec77ba499c,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
457,sagittarius,1586512306145,7f70f4571a32391537d68455cf380321fb64980c,origin/lua,android,release,1.1.2,UNDEFINED,build_app,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
458,zhouyuan,1586571874671,9690dcc5280ca3cf589aa3002971832ba9dd0e2a,origin/lua,ios,debug,1.1.2,UNDEFINED,build_app,UNDEFINED,adhoc ,17,458,UNDEFINED,UNDEFINED,UNDEFINED
459,sagittarius,1586572716473,9690dcc5280ca3cf589aa3002971832ba9dd0e2a,origin/lua,android,release,1.1.2,UNDEFINED,build_app,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
460,sagittarius,1586573800467,9690dcc5280ca3cf589aa3002971832ba9dd0e2a,origin/lua,android,release,1.1.2,UNDEFINED,build_app,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
461,sagittarius,1586575465533,423d52f90434f5da91dabf1cb5060fd2f98174d8,origin/lua,android,debug,1.1.2,UNDEFINED,build_app,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
462,zhouyuan,1586577438519,08b823b2e5b336a1d7fe8c8c5c400bcaeac450c9,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
463,zhouyuan,1586579002370,c0e130d0b1297edeefbdc0fbe08c0b847b4b7bf9,origin/lua,ios,debug,1.1.2,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
464,sagittarius,1586591234464,49fadb16f3dbe5d5a73dd7d2f3d5c22f1fde2df8,origin/lua,android,release,1.1.2,UNDEFINED,build_app,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
465,sagittarius,1586592570693,5f6599cfdf0b0919e5ecebbf0fdf163dbf222c2a,origin/lua,android,release,1.1.2,UNDEFINED,build_app,UNDEFINED,UNDEFINED,17,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
