JOB_NUMBER,USER,TIMESTAMP,COMMIT_ID,BRANCH,PLATFORM,MODE,VERSION,MODIFY_LOG,BUILD_ACTION,PACKAGE_MODE,IPA_METHOD,BUILD_CODE,ALIAS,PATCH_PLATFORM_MODE,PATCH_VERSION,PATCH_COMMIT
689,xiaoshi,1590734917358,5dcdbb8f2c6be95acad34deeff8f11f328815f44,origin/release/v1.1.5,android,release,1.1.5,UNDEFINED,build_app,UNDEFINED,UNDEFINED,21,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
690,xiaoshi,1590747355303,b5c88acd1fbb2f219533be0d71e2b454f004e87d,origin/release/v1.1.5,android,release,1.1.5,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
691,xiaoshi,1590747826689,b5c88acd1fbb2f219533be0d71e2b454f004e87d,origin/release/v1.1.5,android,release,1.1.5,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,25,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
692,xiaoshi,1590748190385,b5c88acd1fbb2f219533be0d71e2b454f004e87d,origin/release/v1.1.5,android,release,1.1.5,UNDEFINED,build_app,UNDEFINED,UNDEFINED,25,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
693,zhouyuan,1591075415742,b5c88acd1fbb2f219533be0d71e2b454f004e87d,origin/release/v1.1.5,ios,debug,1.1.5,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
694,zhouyuan,1591077704358,b5c88acd1fbb2f219533be0d71e2b454f004e87d,origin/release/v1.1.5,ios,debug,1.1.5,UNDEFINED,build_app,UNDEFINED,adhoc ,22,694,UNDEFINED,UNDEFINED,UNDEFINED
695,zhouyuan,1591078413512,799f8f420a72de07fe633f47b0961da922559407,origin/release/v1.1.5,ios,debug,1.1.5,UNDEFINED,build_app,UNDEFINED,adhoc ,22,695,UNDEFINED,UNDEFINED,UNDEFINED
696,xiaoshi,1591083232944,ec7de5fc4f90237cf47b1709b0dc748317f474dd,origin/release/v1.1.5,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
697,xiaoshi,1591083903207,5f669e6980f3de9cb052540aebb737a9134cd710,origin/release/v1.1.5,ios,debug,1.1.5,UNDEFINED,build_app,UNDEFINED,adhoc ,21,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
698,zhouyuan,1591088388759,32a8301d109cfd16bf4b96e9d277760ed59e994a,origin/test,ios,release,1.1.5,UNDEFINED,build_app,UNDEFINED,adhoc ,22,698,UNDEFINED,UNDEFINED,UNDEFINED
699,zhouyuan,1591090467687,32a8301d109cfd16bf4b96e9d277760ed59e994a,origin/test,ios,release,1.1.5,UNDEFINED,build_app,UNDEFINED,adhoc ,22,699,UNDEFINED,UNDEFINED,UNDEFINED
700,zhouyuan,1591096551603,a5a0b7169db7169d15a16fb4c3f4c15a834602ae,origin/lua,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,700,UNDEFINED,UNDEFINED,UNDEFINED
701,zhouyuan,1591158071116,a5a0b7169db7169d15a16fb4c3f4c15a834602ae,origin/lua,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,701,UNDEFINED,UNDEFINED,UNDEFINED
702,zhouyuan,1591176647048,4a2a738100e874b71eb6c9c991e94ca77bb7e74e,origin/test,ios,debug,1.1.5,UNDEFINED,build_app,UNDEFINED,adhoc ,22,702,UNDEFINED,UNDEFINED,UNDEFINED
703,yaojunjie,1591242643483,6b4d5a3d3cd1aad87143f1aed4dab30ae003b517,origin/lua,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,703,UNDEFINED,UNDEFINED,UNDEFINED
704,yaojunjie,1591328223668,31f8a764a199385c534f99d3a6b9a4cc7612875e,origin/lua,ios,debug,1.1.7,UNDEFINED,build_app,UNDEFINED,adhoc ,22,704,UNDEFINED,UNDEFINED,UNDEFINED
705,xiaoshi,1591329260225,79a8f7a7374c66925a78872aa49e668cb4f9e1f2,origin/lua,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
706,yaojunjie,1591331629098,79a8f7a7374c66925a78872aa49e668cb4f9e1f2,origin/lua,ios,debug,1.1.7,UNDEFINED,build_app,UNDEFINED,adhoc ,22,706,UNDEFINED,UNDEFINED,UNDEFINED
707,yaojunjie,1591338581678,79a8f7a7374c66925a78872aa49e668cb4f9e1f2,origin/lua,ios,debug,1.1.8,UNDEFINED,build_app,UNDEFINED,adhoc ,22,707,UNDEFINED,UNDEFINED,UNDEFINED
708,zhouyuan,1591686130170,eb780afdcd99478cb84cd067c31c52b6fe0d0b6e,origin/lua,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,708,UNDEFINED,UNDEFINED,UNDEFINED
709,yaojunjie,1592202921240,d4b3d9743ad1807fa23f80e6ab280ac71eadd69e,origin/lua,ios,debug,1.1.7,UNDEFINED,build_app,UNDEFINED,adhoc ,22,709,UNDEFINED,UNDEFINED,UNDEFINED
710,yaojunjie,1592215729741,909a69f8d04432b4705800ec5f250840f8a9d283,origin/lua,ios,debug,1.1.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,710,UNDEFINED,UNDEFINED,UNDEFINED
711,yaojunjie,1592273831075,9598357a59bab389c73fef572ac2e824cd7e6117,origin/lua,ios,release,1.1.8,UNDEFINED,build_app,UNDEFINED,adhoc ,22,711测试沙盒支付闪退,UNDEFINED,UNDEFINED,UNDEFINED
712,yaojunjie,1592274679494,9598357a59bab389c73fef572ac2e824cd7e6117,origin/lua,ios,release,1.1.8,UNDEFINED,build_app,UNDEFINED,adhoc ,22,712,UNDEFINED,UNDEFINED,UNDEFINED
713,yaojunjie,1592382877336,ccd367442d94baa7cd868017cc31000813bc64b5,origin/lua,ios,debug,1.1.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,713,UNDEFINED,UNDEFINED,UNDEFINED
714,yaojunjie,1592460699150,433cbaa3362c8181d8cba32be4a0d0e22e8a7595,origin/lua,ios,debug,1.1.9,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,714,UNDEFINED,UNDEFINED,UNDEFINED
715,yaojunjie,1592462086195,22a3bc2ebc1c9f408439a90a5fd1913063c9f13e,origin/lua,ios,debug,1.1.9,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,715,UNDEFINED,UNDEFINED,UNDEFINED
716,xiaoshi,1592465940610,UNDEFINED,origin/android,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
717,xiaoshi,1592469368087,3d28717131d93cb43fdc6eb7df38fdfd1bb15ac9,origin/android,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
718,xiaoshi,1592470619240,651c043c6d6bffbd7e57a3418dadb9e56f629276,origin/android,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
719,xiaoshi,1592471322338,651c043c6d6bffbd7e57a3418dadb9e56f629276,origin/android,android,release,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,26,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
720,xiaoshi,1592474315759,220f6556d590ead5cb4c0edc61d48f9e1f1888ec,origin/android,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
721,xiaoshi,1592478968727,e4fdb52d4ff7f826234a8bb4b10633102e2574ed,origin/android,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
722,xiaoshi,1592479594069,ee351f3f21b1c2822e873257400c1a11e791aad7,origin/android,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
723,xiaoshi,1592480306248,4a13c3cb3b3cd9706ad17470d7d40c1eee1517a0,origin/android,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
724,xiaoshi,1592481705524,4a13c3cb3b3cd9706ad17470d7d40c1eee1517a0,origin/android,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
725,yaojunjie,1592564781765,afd0cb690e5883a697e1fc4f514fc9a156d78213,origin/lua,ios,debug,1.1.10,UNDEFINED,build_app,UNDEFINED,adhoc ,22,725,UNDEFINED,UNDEFINED,UNDEFINED
726,yaojunjie,1592633796972,c5056f6853338f6abb8a2216b25f20965da182fc,origin/lua,ios,debug,1.1.11,UNDEFINED,build_app,UNDEFINED,adhoc ,22,726,UNDEFINED,UNDEFINED,UNDEFINED
727,xiaoshi,1592634492072,89db410fd43666e2ace8615b9fd4d282f92438fb,origin/release/v1.1.5,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
728,xiaoshi,1592636186610,89db410fd43666e2ace8615b9fd4d282f92438fb,origin/release/v1.1.5,android,release,1.1.5.1,UNDEFINED,build_app,UNDEFINED,UNDEFINED,27,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
729,yaojunjie,1592651328694,2f75e4e77d0f7e3eb5f7af370b0cfdd80cd0ac43,origin/lua,ios,debug,1.1.11,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,729,UNDEFINED,UNDEFINED,UNDEFINED
730,xiaoshi,1592794244688,c0c6a3a9825aa309cbc86954f52cf1e8f4052063,origin/release/v1.1.5,android,release,1.1.5.1,UNDEFINED,build_app,UNDEFINED,UNDEFINED,27,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
731,xiaoshi,1592794678051,854cce7cc3693f9b178c033910795f3da2873476,origin/release/v1.1.5,android,release,1.1.5.1,UNDEFINED,build_app,UNDEFINED,UNDEFINED,27,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
732,xiaoshi,1592796836759,854cce7cc3693f9b178c033910795f3da2873476,origin/release/v1.1.5,android,release,1.1.5.1,UNDEFINED,build_app,UNDEFINED,UNDEFINED,28,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
733,zhouyuan,1592966590889,aec965bb6ed33f6764a097c1d6cb4173721a3aa1,origin/lua,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,733,UNDEFINED,UNDEFINED,UNDEFINED
734,yaojunjie,1592971988414,33d2d80d32301cab3c4535afbadfcd2943e4b266,origin/lua,ios,release,1.1.7,UNDEFINED,build_app,UNDEFINED,adhoc ,22,734,UNDEFINED,UNDEFINED,UNDEFINED
735,sagittarius,1593100357122,10cdb65c4066e3278e2db3dab98c187b90313643,origin/lua,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,735,UNDEFINED,UNDEFINED,UNDEFINED
736,zhouyuan,1593308709644,10cdb65c4066e3278e2db3dab98c187b90313643,origin/lua,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,736,UNDEFINED,UNDEFINED,UNDEFINED
737,xiaoshi,1593317255607,1135e132566fe53dc33ef142fdccfaed700d3787,origin/lua,ios,debug_server,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
738,yaojunjie,1593318174856,1135e132566fe53dc33ef142fdccfaed700d3787,origin/lua,ios,debug_server,1.1.7,UNDEFINED,build_app,UNDEFINED,adhoc ,738,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
739,yaojunjie,1593340112733,d45b47a3b67b4d578641fb4bd96e970fd33e1155,origin/lua,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
740,xiaoshi,1593345732614,0dd5c5bbc9625b076db5cfd68aa66db0750281a7,origin/release/v1.1.5,android,release,1.1.5.2,UNDEFINED,build_app,UNDEFINED,UNDEFINED,29,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
741,zhouyuan,1593394671027,363e7874a279e27d45088231aeb21e4d365df4aa,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,741,UNDEFINED,UNDEFINED,UNDEFINED
742,xiaoshi,1593400804122,0dd5c5bbc9625b076db5cfd68aa66db0750281a7,origin/release/v1.1.5,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
743,xiaoshi,1593405148977,b6f6bcf31cd9a8ee6603055851a0eb782f8ddeba,origin/feature/arena,ios,debug_server,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
744,xiaoshi,1593411713349,b8f207959c3c83a096d9734c51f97b2eaf45b694,origin/feature/arena,ios,debug_server,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
745,yaojunjie,1593416562414,3511f5ddb0bd8f4abffe65d3211888596a8901c7,origin/lua,ios,debug_server,1.1.19,UNDEFINED,build_app,UNDEFINED,adhoc ,745,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
746,zhouyuan,1593418831678,1ee211394bfb63f05ed014d960254c13c7263ff1,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,746,UNDEFINED,UNDEFINED,UNDEFINED
747,zhouyuan,1593419497055,f9f1d1f38cccca2c73bf32b504b244874d13c395,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,747,UNDEFINED,UNDEFINED,UNDEFINED
748,zhouyuan,1593423805859,ebe5643de73953d4a3d4ebbe7355e0b686873721,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,748,UNDEFINED,UNDEFINED,UNDEFINED
749,xiaoshi,1593424965520,3061009d8305e0e9a562a2f3fc20ee8b41b62eae,origin/release/v1.1.5,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
750,zhouyuan,1593428713506,4fdbdd65d709d1c5598718a3113f06afce4a8418,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,750,UNDEFINED,UNDEFINED,UNDEFINED
751,zhouyuan,1593433150816,0dbb5802c836f0a1c526b0a05ca1c2b0adafaaba,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,751,UNDEFINED,UNDEFINED,UNDEFINED
752,zhouyuan,1593486174770,0dbb5802c836f0a1c526b0a05ca1c2b0adafaaba,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,752,UNDEFINED,UNDEFINED,UNDEFINED
753,zhouyuan,1593490362837,787e01e58ec4f7c72552ed37f5d64c71d2e6ecfa,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
754,yaojunjie,1593499774113,787e01e58ec4f7c72552ed37f5d64c71d2e6ecfa,origin/feature/arena,ios,debug,1.1.17,UNDEFINED,build_app,UNDEFINED,adhoc ,754,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
755,yaojunjie,1593503413987,8738f30b31cff4cddaa819381a63bcafa6292aa7,origin/release/v1.1.5,android,debug,1.1.18,UNDEFINED,build_app,UNDEFINED,UNDEFINED,755,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
756,yaojunjie,1593506658785,e4dfa19063ac7ccc863abe716072b41b3f659b8e,origin/release/v1.1.5,android,debug,1.1.19,UNDEFINED,build_app,UNDEFINED,UNDEFINED,756,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
757,xiaoshi,1593574655573,d9ed6af69dc3494137be03b8b988137973422585,origin/lua,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
758,sunshilong,1593585934455,cfb8b5aa314f899e805a3f5cee3d183458d7c37b,origin/release/v1.1.5,android,release,1.1.5.2,UNDEFINED,build_app,UNDEFINED,UNDEFINED,36,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
759,zhouyuan,1593588046175,e54b18ff813e016e337ee8d8e7bffffed6ebf968,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,759,UNDEFINED,UNDEFINED,UNDEFINED
760,yaojunjie,1593591112685,b5cf904db31d42e9fe2224521230b6ff82e4b571,origin/feature/arena,ios,debug,1.1.18,UNDEFINED,build_app,UNDEFINED,adhoc ,760,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
761,zhouyuan,1593594630206,4e4bf73593477751b0e9b7e18f981c5f93948e82,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,761,UNDEFINED,UNDEFINED,UNDEFINED
762,zhouyuan,1593654211586,a05bc2ff9b3e9f01b0cb5e49bd2c1006a5ada112,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,762,UNDEFINED,UNDEFINED,UNDEFINED
763,yaojunjie,1593661062002,d64782822d6e881ccfaef34c11aeb4e2c6fb88bf,origin/feature/arena,ios,debug,1.1.19,UNDEFINED,build_app,UNDEFINED,adhoc ,763,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
764,yaojunjie,1593686970979,276bfe2cbed061f221ab8217af4d00b6d486689e,origin/feature/arena,ios,debug,1.1.20,UNDEFINED,build_app,UNDEFINED,adhoc ,764,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
765,wuhao,1593747416677,7b8462d337d95972426282167098c20d7b76d29f,origin/lua,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
766,zhouyuan,1593749965740,276bfe2cbed061f221ab8217af4d00b6d486689e,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,766,UNDEFINED,UNDEFINED,UNDEFINED
767,yaojunjie,1593758921603,bb6e539abb0dce9034eba32682241697c85c02a2,origin/lua,ios,debug_server,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,767,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
768,wuhao,1593759664813,bb6e539abb0dce9034eba32682241697c85c02a2,origin/lua,android,debug_server,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
769,wuhao,1593761003896,a9fe844cf0baa41287409b581ea04b59f5dbe5a0,origin/lua,android,debug_server,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
770,wuhao,1593761453190,66174a485fab3b22f810793955d89fbfb2fb9875,origin/lua,android,debug_server,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
771,wuhao,1593762943809,66174a485fab3b22f810793955d89fbfb2fb9875,origin/lua,android,debug_server,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,32767,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
772,wuhao,1593764903842,7610e553fe1f004a4cce4369f18c185c6eebde92,origin/lua,android,release,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,32767,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
773,wuhao,1593769787871,7302cf07c4b5a03043328672013f6bf0c344a0bc,origin/lua,android,release_obb,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,32768,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
774,wuhao,1593773041651,UNDEFINED,origin/lua,android,release,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,32767,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
775,wuhao,1593773059195,24b915a91a1e494f49fc4eafc1c68c704b139125,origin/lua,android,release,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,32768,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
776,wuhao,1593775208431,24b915a91a1e494f49fc4eafc1c68c704b139125,origin/lua,android,release_obb,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,32769,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
777,wuhao,1593776689062,24b915a91a1e494f49fc4eafc1c68c704b139125,origin/lua,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,32770,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
778,wuhao,1593776856407,71e38ab4b64727a08a17bf22b9be8ed4a19d2735,origin/lua,android,debug_obb,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,32770,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
779,wuhao,1593780440740,2fcf923179caa7d20e0b9665c8daafbe82ce4263,origin/lua,android,release_obb,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,32771,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
780,wuhao,1593781673098,2fcf923179caa7d20e0b9665c8daafbe82ce4263,origin/lua,android,debug_obb,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,32772,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
781,wuhao,1593782357398,2fcf923179caa7d20e0b9665c8daafbe82ce4263,origin/lua,android,release,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,32777,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
782,zhouyuan,1594003654295,ea637eef0910dda4a179c27ef075b8b092585e69,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,782,UNDEFINED,UNDEFINED,UNDEFINED
783,yaojunjie,1594005354511,ea637eef0910dda4a179c27ef075b8b092585e69,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,783,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
784,wuhao,1594014995435,5e1aebc57afe72905eedf888f181737127a4696a,origin/lua,android,debug_obb,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,32767,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
785,wuhao,1594018710612,5e1aebc57afe72905eedf888f181737127a4696a,origin/lua,android,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,33442,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
786,wuhao,1594020630893,5e1aebc57afe72905eedf888f181737127a4696a,origin/lua,android,release,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
787,yaojunjie,1594022274121,8fb68cfd6f3d4d2a6915f861530cec543c53e2d1,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,787,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
788,yaojunjie,1594028499089,5e5ca0b39fc5a4f3e534b925f8c5da29a02dcf83,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,788,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
789,yaojunjie,1594029580585,b938890a9faa4baba3ec9ca5d42039c44f6567ef,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,789,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
790,yaojunjie,1594087942345,8050184529404fdcee63791db9015231060a476e,origin/lua,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,790,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
791,wuhao,1594090589754,c9bb781603f09643fac78c17a6fe48199927ccf2,origin/lua,android,debug_obb,1.1.6,UNDEFINED,build_app,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
792,zhouyuan,1594108390631,46e37e7faef646735bf50661f65bf9c2912c4390,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,792,UNDEFINED,UNDEFINED,UNDEFINED
793,zhouyuan,1594108499550,2e348af2f4a0fe52f2096ff079e98f9739c4a791,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,793,UNDEFINED,UNDEFINED,UNDEFINED
794,yaojunjie,1594112973070,2e348af2f4a0fe52f2096ff079e98f9739c4a791,origin/feature/arena,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,794,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
795,zhouyuan,1594113730641,9c2836147db74b358710e9a7a603acafbfcb8db7,origin/lua,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,795,UNDEFINED,UNDEFINED,UNDEFINED
796,yaojunjie,1594117924604,e0eee82845751b757536b443656afc3d243f1219,origin/lua,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,796,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
797,yaojunjie,1594121662381,ade3626226f56afb0f06dccf8ccf6d6cc405b17a,origin/lua,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,797,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
798,yaojunjie,1594123525974,91e59f86be09b5333a36894a68fe27b3f2224b4b,origin/lua,ios,debug,1.1.6,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,798,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
799,yaojunjie,1594127078596,9d10026a7e1351e9cf49385405836e8d42f625b8,origin/lua,ios,debug,1.1.6,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,799,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
800,zhouyuan,1594258345062,9d10026a7e1351e9cf49385405836e8d42f625b8,origin/lua,ios,debug,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,800,UNDEFINED,UNDEFINED,UNDEFINED
801,zhouyuan,1594259185537,9d10026a7e1351e9cf49385405836e8d42f625b8,origin/lua,ios,debug_server,1.1.6,UNDEFINED,build_app,UNDEFINED,adhoc ,22,801,UNDEFINED,UNDEFINED,UNDEFINED
802,xiaoshi,1594266400223,3a69bb9537afae18414995d726aa48e5ed9dc28b,origin/debug,ios,debug,9.9.9,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
803,xiaoshi,1594266668941,3a69bb9537afae18414995d726aa48e5ed9dc28b,origin/debug,ios,debug,9.9.9,UNDEFINED,build_app,UNDEFINED,adhoc ,22,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
