JOB_NUMBER,COMMIT_ID,BRANCH,PLATFORM,MODE,VERSION,MODIFY_LOG,BUILD_ACTION,PACKAGE_MODE,IPA_METHOD,BUILD_CODE,ALIAS,PATCH_PLATFORM_MODE,PATCH_VERSION,PATCH_COMMIT
372,51d92acafef048a9bf303490b507b3bc7d798343,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
373,c4798abb56b4af1afada6b5ddfa49a67c03fc368,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
374,a6d201053bba66f08be9a2036a3d5292124a01c0,origin/lua,ios,debug,1.1.1,,build_app,undefined,adhoc ,16,373,,,
375,cd01879590fff82398fd2045e4e99a9e0884db52,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
376,636d89039961b639bd57eefb7fd8445d82e62bff,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
377,c74b6cffcb0a7e759c3e3b6aefa77c44c9d8cdcd,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
378,d7e4f63c5c4e7af29890eee58c3db387f3b4cbf3,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
379,d7e4f63c5c4e7af29890eee58c3db387f3b4cbf3,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
380,d7e4f63c5c4e7af29890eee58c3db387f3b4cbf3,origin/lua,ios,debug,1.1.1,,build_app,undefined,adhoc ,16,380,,,
381,6786ec81b360dc0f1f1570c9a9f7937c6b989083,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
382,6ac8472a20cbfbc250346399be0b00d400969acb,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
383,f5fcfbfe96ed392ff2a87d4f8dc6d2ed6c834bee,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
384,ea2a451c62f2d057b8c810aea8aa8a53d9c618ab,origin/lua,ios,release,1.1.1,,build_app,undefined,adhoc ,16,,,,
385,ef971504619c01eb7afd059f9e19f40b63607adf,origin/lua,ios,release,1.1.1,,build_app,undefined,adhoc ,16,,,,
386,5e7e5118f483cf5c7164cb7ddb92b44178629ed2,origin/lua,ios,debug,1.1.1,,build_app,undefined,adhoc ,16,386,,,
387,f6114b424d62fdc1e99b6c22205b4b4d3b53ea18,origin/release/v1.1.0,ios,debug,1.1.0,,build_app,undefined,adhoc ,16,387,,,
388,50a25fb398dc8573ee634ff1df581e4be523bb91,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
389,5a2fb9dcbd2c9359790dd28417c4122f918142d8,origin/lua,ios,debug,1.1.1,,build_app,undefined,adhoc ,16,,,,
390,eabf9c23f4ea4b2950a4970372051fefd16b318b,origin/lua,ios,debug,1.1.1,,build_app,undefined,appstore,16,,,,
391,a60fc7e71d10b1037bf234293749d01aeb4cb636,origin/lua,ios,debug,1.1.1,,build_app,undefined,appstore,16,,,,
392,d5930dd7c1d282c5f0bdf69b146e9546bb2f9230,origin/test,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
393,1733ef24097831f3e3b5a28857d19b4288bbabd7,origin/test,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
394,841ab404a844359462152f5a93d3b541e43de9ca,origin/test,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
395,841ab404a844359462152f5a93d3b541e43de9ca,origin/test,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
396,b8492ef4da22ee28bf7628905297f4de973b46e6,origin/test,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
397,207d4016732ac76269667795b5c9cf2206cb92b0,origin/test,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
398,a90c76d636073fbee3ba87b3367c223cfc3e395e,origin/test,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
399,ff648c2b3c1ab9e8a6330ab7b3a59b921506b047,origin/test,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
400,9c74ca3f7ab3f52d6eaa445d2f7eb09e7b537742,origin/test,ios,debug,1.1.1,,build_app,undefined,adhoc ,16,,,,
401,9c74ca3f7ab3f52d6eaa445d2f7eb09e7b537742,origin/test,ios,debug,1.1.1,,build_app,undefined,adhoc ,16,,,,
402,9c74ca3f7ab3f52d6eaa445d2f7eb09e7b537742,origin/test,ios,debug,1.1.1,,build_app,undefined,appstore,16,,,,
403,90e1eba0e6d792ae3c6959648ff6a011f7e723b2,origin/test,ios,debug,1.1.1,,build_app,undefined,appstore,16,,,,
404,b402545f9b94222a4087121e595bb94a37f3b40e,origin/lua,ios,debug,1.1.1,,build_app,undefined,adhoc ,16,404,,,
405,fb3c26212f730d26c44d22323c66991a4deeb8e9,origin/lua,ios,release,1.1.1,,build_app,undefined,adhoc ,16,,,,
406,fb3c26212f730d26c44d22323c66991a4deeb8e9,origin/lua,ios,debug,1.1.1,,build_app,undefined,adhoc ,16,406,,,
407,24b18a291e2ee2e3d3b3fab1219090d6187e3374,origin/lua,ios,release,1.1.1,,build_app,undefined,adhoc ,16,,,,
408,0ad7476c59081350b2acd81b438be402d62b29b8,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
409,c7f1cf13af141173e1a8d1892acc8ffab4b057c1,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,16,,,,
410,c7f1cf13af141173e1a8d1892acc8ffab4b057c1,origin/release/v1.1.1,ios,debug,1.1.1,,build_app,undefined,adhoc ,16,410,,,
411,c7f1cf13af141173e1a8d1892acc8ffab4b057c1,origin/release/v1.1.1,ios,release,1.1.1,,build_app,undefined,adhoc ,16,,,,
412,49be02e8bf5cbdb3507b9becfcad4a6e8ec6c764,origin/lua,ios,debug,1.1.1,,upload_patch,undefined,,17,,,,
413,49be02e8bf5cbdb3507b9becfcad4a6e8ec6c764,origin/lua,ios,debug,1.1.2,,build_app,undefined,adhoc ,17,413,,,
414,de9c8850e87697cc27c6f0fc6881b1ab61942abb,origin/lua,ios,debug,1.1.2,test,upload_patch,undefined,,17,,,,
415,de9c8850e87697cc27c6f0fc6881b1ab61942abb,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
416,89ecd31db1ed3448dc97baf6e4b593aa09b5c4ec,origin/lua,ios,debug,1.1.2,test,upload_patch,undefined,,17,,,,
417,ee3577a70e1c619c1f3b3bd97db33e2c38e4621c,origin/feature/nick,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
418,b507845996bacc4be78a4f974b27a7ed47ebf7a0,origin/feature/nick,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
419,b507845996bacc4be78a4f974b27a7ed47ebf7a0,origin/feature/nick,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
420,c6072bcd26e52b544d57b92eb6d2ecf6c1ff57e7,origin/feature/nick,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
421,3782406813fe835f63b7221eab3e68c833622873,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
422,c6072bcd26e52b544d57b92eb6d2ecf6c1ff57e7,origin/feature/nick,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
423,7effd5479fa005a3e9e282726e1372c689ae61f1,origin/feature/nick,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
424,7effd5479fa005a3e9e282726e1372c689ae61f1,origin/feature/nick,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
425,7effd5479fa005a3e9e282726e1372c689ae61f1,origin/feature/nick,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
426,2d86cdfe1777c542be71e986e32ff7f10436338f,origin/feature/nick,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
427,24eabf73642940fd5ab3d317d1f510d66a5a9e55,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
428,239d9470ad69f3b4e25120f1567f9f7364083f02,origin/lua,ios,debug,1.1.2,,build_app,undefined,adhoc ,17,428,,,
429,5b16279fba24ec75a79f6a609168bf0882332497,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
430,5b16279fba24ec75a79f6a609168bf0882332497,origin/lua,ios,debug,1.1.2,,build_app,undefined,adhoc ,17,430,,,
431,0d2e0f3d390ac12d6a3b0ba585c5d187b766f1dd,origin/lua,ios,debug,1.1.2,,build_app,undefined,adhoc ,17,431,,,
432,0d2e0f3d390ac12d6a3b0ba585c5d187b766f1dd,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
433,45605e302e0a34d4832c41b5ceca4a875190c1b4,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
434,2d3e6c535a3107d2bee0f403eab87b72340aa1c0,origin/lua,ios,release,1.1.2,,build_app,undefined,adhoc ,17,434,,,
435,d035d845b7f3dd51854b1aebdf582166d187a9b5,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
436,1430a1ab13963cf56ba632ef0a11d995fc0f90d1,origin/lua,ios,release,1.1.2,,build_app,undefined,adhoc ,17,436,,,
437,2b9ecfb42759545447fd5e3af6c3a771eff06d72,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
438,952fcf69f84a4ebb85ca2ebf7406624ae66c90c7,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
439,308f7d55810bb32237c36671db73cd6a24fba03d,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
440,fa7f06b97afe6d3186eb181518f979069a628ce5,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
441,a1511f230d52ff71da2fc4aad4d94022bed9b90d,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
442,112310fca7f5bab41fdc57effd00a70b9a0e0d19,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
443,112310fca7f5bab41fdc57effd00a70b9a0e0d19,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
444,bab7c7626426cd6ecf2a9cad10f1189429625a23,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
445,eb57547493398a46b9c4da78d997d1e8a421dc2b,origin/test,ios,debug,1.1.2,,build_app,undefined,adhoc ,17,445,,,
446,63d53de5fcaf4dd61ff7562b9dbc51091cebd2e5,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
447,bdc7112b08bddeaf0e4fccacbf02dc32fd658b1d,origin/lua,ios,debug,1.1.2,,build_app,undefined,adhoc ,17,447,,,
448,f83bad79b662152b91696698be45f6bfe4c046e8,origin/lua,ios,debug,1.1.2,,build_app,undefined,adhoc ,17,log,,,
449,d2288331b6a8a00c004213b4b582cf8694e33d92,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
450,744cfd4255f194cdee2f80545d65d226b5440c2f,origin/lua,ios,debug,1.1.2,,build_app,undefined,adhoc ,17,,,,
451,744cfd4255f194cdee2f80545d65d226b5440c2f,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
452,55430bdbbd37f9ba3615eaca2bbed5c59dacf903,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
453,135cd64c5d6ff71551e8e6becba894ec3024e24a,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
454,99abff339c21f623ebce24fe5071c2e017b01780,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
455,bee2f20b2224dc32d2b0d664aa7d657a12fec666,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
456,81502a6b3c620c5b34af9750c746a5ec77ba499c,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
457,7f70f4571a32391537d68455cf380321fb64980c,origin/lua,android,release,1.1.2,,build_app,undefined,,17,,,,
458,9690dcc5280ca3cf589aa3002971832ba9dd0e2a,origin/lua,ios,debug,1.1.2,,build_app,undefined,adhoc ,17,458,,,
459,9690dcc5280ca3cf589aa3002971832ba9dd0e2a,origin/lua,android,release,1.1.2,,build_app,undefined,,17,,,,
460,9690dcc5280ca3cf589aa3002971832ba9dd0e2a,origin/lua,android,release,1.1.2,,build_app,undefined,,17,,,,
461,423d52f90434f5da91dabf1cb5060fd2f98174d8,origin/lua,android,debug,1.1.2,,build_app,undefined,,17,,,,
462,08b823b2e5b336a1d7fe8c8c5c400bcaeac450c9,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
463,c0e130d0b1297edeefbdc0fbe08c0b847b4b7bf9,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
464,49fadb16f3dbe5d5a73dd7d2f3d5c22f1fde2df8,origin/lua,android,release,1.1.2,,build_app,undefined,,17,,,,
465,5f6599cfdf0b0919e5ecebbf0fdf163dbf222c2a,origin/lua,android,release,1.1.2,,build_app,undefined,,17,,,,
466,5f6599cfdf0b0919e5ecebbf0fdf163dbf222c2a,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
467,a74c73211ba661e959396409df334f7db45735cc,origin/lua,android,release,1.1.2,,upload_patch,undefined,,17,,,,
468,3e2aa57cfd1cb0f83e6a44eca1a4351885a4b19a,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
469,953e4aa968381f7497c3ba99e80b8a485544d4a6,origin/lua,android,release,1.1.2,,build_app,undefined,,17,,,,
470,56abfad86dc2ef67cc35487cf562c47b8580f813,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
471,f082b41afe909018acdc7a12ab50ea3d947f844b,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
472,be7816921a4f1bc4b1baf5f147645d75ff453194,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,17,,,,
473,be7816921a4f1bc4b1baf5f147645d75ff453194,origin/lua,ios,release,1.1.2,,build_app,undefined,adhoc ,17,,,,
474,e67cb58223523be9e9dcbe0abb5818c0430d85d1,origin/lua,ios,release,1.1.2,,build_app,undefined,adhoc ,17,,,,
475,0924055f242ec3802a0bafafd6c3847659932b8d,origin/lua,ios,release,1.1.2,,build_app,undefined,adhoc ,17,,,,
476,9e6f6c5c6e3c3258032aff3d0693b19c81ba746a,origin/release/v1.1.2,ios,release,1.1.2,,build_app,undefined,adhoc ,17,,,,
477,9e6f6c5c6e3c3258032aff3d0693b19c81ba746a,origin/release/v1.1.2,ios,debug,1.1.2,,build_app,undefined,adhoc ,17,,,,
478,847c71c225496c76f158486cbcfbc0d5c73e8e1c,origin/release/v1.1.2,ios,release,1.1.2,,build_app,undefined,adhoc ,18,,,,
479,5a150f0ccfcc75c5e0d1811abc452b6cbae32a82,origin/release/v1.1.2,ios,release,1.1.2,,build_app,undefined,adhoc ,18,,,,
480,5a150f0ccfcc75c5e0d1811abc452b6cbae32a82,origin/release/v1.1.2,ios,debug,1.1.3,,upload_patch,undefined,,18,,,,
481,5a150f0ccfcc75c5e0d1811abc452b6cbae32a82,origin/release/v1.1.2,ios,debug,1.1.2,,upload_patch,undefined,,19,,,,
482,1e9acc539faf4ea8416017ec3893e158af28bdad,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,19,,,,
483,e05176d6df52463a921f8cdf348e91ffbded63d0,origin/release/v1.1.2,ios,release,1.1.2,,upload_patch,undefined,,18,,,,
484,e05176d6df52463a921f8cdf348e91ffbded63d0,origin/release/v1.1.2,ios,debug,1.1.2,,upload_patch,undefined,,19,,,,
485,e40f5564159c733002f608cacd22249d60974309,origin/lua,ios,debug,1.1.2,,upload_patch,undefined,,19,,,,
486,e40f5564159c733002f608cacd22249d60974309,origin/lua,ios,release,1.1.2,,build_app,undefined,adhoc ,19,,,,
487,e391286debfb6b518db8f1982d12ce26f14d63a9,origin/release/v1.1.2,ios,debug,1.1.2,,upload_patch,undefined,,18,,,,
488,e391286debfb6b518db8f1982d12ce26f14d63a9,origin/release/v1.1.2,ios,release,1.1.2,,upload_patch_choose,undefined,,18,,ios_debug,201838f1_1_1_2,e391286debfb6b518db8f1982d12ce26f14d63a9
489,e391286debfb6b518db8f1982d12ce26f14d63a9,origin/release/v1.1.2,ios,release,1.1.2,,upload_patch_choose,undefined,,18,,ios_debug,201838f1_1_1_2,e391286debfb6b518db8f1982d12ce26f14d63a9
490,1cc56e23dfcc5ab34a0070a75b865c4b72fd3648,origin/lua,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,,,,
491,1cc56e23dfcc5ab34a0070a75b865c4b72fd3648,origin/lua,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,,,,
492,1cc56e23dfcc5ab34a0070a75b865c4b72fd3648,origin/lua,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
493,1cc56e23dfcc5ab34a0070a75b865c4b72fd3648,origin/lua,android,debug,1.1.3,,build_app,undefined,,19,,,,
494,796f08843714ead9ae06a4e774667757a39af4f7,origin/lua,android,debug,1.1.3,,build_app,undefined,,19,,,,
495,e31c82562d4f8da8d36f65d440bc312729aab4e8,origin/lua,android,debug,1.1.3,,build_app,undefined,,19,,,,
496,508ec982bf13e7ff82b622f4ba7465db56e1dbd4,origin/lua,android,debug,1.1.3,,build_app,undefined,,19,,,,
497,07653e8cacfeda5869c8e09377902c1cc6df68b4,origin/lua,android,debug,1.1.3,,build_app,undefined,,19,,,,
498,76804a6a3bae9364c4915e6ac95254493577bae0,origin/lua,android,debug,1.1.3,,build_app,undefined,,19,,,,
499,76804a6a3bae9364c4915e6ac95254493577bae0,origin/lua,android,release,1.1.3,,build_app,undefined,,19,,,,
500,3c6d80cfec34e2ff07ef99978ac47e8ed5d2002d,origin/lua,android,debug,1.1.3,,build_app,undefined,,19,,,,
501,3c6d80cfec34e2ff07ef99978ac47e8ed5d2002d,origin/lua,android,release,1.1.3,,build_app,undefined,,19,,,,
502,ba1c7c408050a208a56219a358a74ad76f95e72e,origin/lua,android,release,1.1.3,,build_app,undefined,,19,,,,
503,f9a5e902d753790eed81aea304ce6c112a826f62,origin/feature/nick,android,debug,1.1.3,,build_app,undefined,,19,,,,
504,f9a5e902d753790eed81aea304ce6c112a826f62,origin/feature/nick,android,release,1.1.3,,build_app,undefined,,19,,,,
505,f9a5e902d753790eed81aea304ce6c112a826f62,origin/feature/nick,android,release,1.1.3,,build_app,undefined,,19,,,,
506,3c2c8c7d0bd584a637a63841d75a324e5f0a718e,origin/release/v1.1.2,android,release,1.1.2,,build_app,undefined,,19,,,,
507,3c2c8c7d0bd584a637a63841d75a324e5f0a718e,origin/release/v1.1.2,ios,debug,1.1.2,,build_app,undefined,adhoc ,19,507,,,
508,3c2c8c7d0bd584a637a63841d75a324e5f0a718e,origin/release/v1.1.2,android,debug,1.1.2,,build_app,undefined,,19,508,,,
509,5d4f9276460aec169deb21cacba987563aa28be8,origin/release/v1.1.2,android,debug,1.1.2,,upload_patch,undefined,,19,,,,
510,f5d1a4b12483a4ecfce9e1ef579787610afc3853,origin/feature/nick,android,debug,1.1.3,,build_app,undefined,,19,,,,
511,76df0e31f3b3eeed9fc54d4f72b7bf823981c5a1,origin/feature/nick,android,debug,1.1.3,,build_app,undefined,,19,,,,
512,76df0e31f3b3eeed9fc54d4f72b7bf823981c5a1,origin/feature/nick,android,debug,1.1.3,,build_app,undefined,,19,,,,
513,c9e2ceba06ad413572e32f58288b31c064c89b81,origin/feature/nick,android,debug,1.1.3,,build_app,undefined,,19,,,,
514,7bb77fa1759358bd1d6b3d6757bee62d7ab2b3ca,origin/feature/nick,android,release,1.1.3,,upload_patch,undefined,,19,,,,
515,7bb77fa1759358bd1d6b3d6757bee62d7ab2b3ca,origin/feature/nick,android,release,1.1.3,,upload_patch,undefined,,19,,,,
516,7bb77fa1759358bd1d6b3d6757bee62d7ab2b3ca,origin/feature/nick,android,release,1.1.3,,build_app,undefined,,19,,,,
517,553377056ca5313880d3e49de6d58ff90af26f94,origin/feature/nick,android,debug,1.1.3,,build_app,undefined,,19,,,,
518,a78f0fde372ae348d637c162ab782e3fe1efeda4,origin/feature/nick,android,debug,1.1.3,,build_app,undefined,,19,,,,
519,711c639c05c32d1a2ac89b56ab1361af7bb6f8de,origin/feature/nick,android,release,1.1.3,,build_app,undefined,,19,,,,
520,e4b291123210b64c9cb107f57fcddbf1bb3752fa,origin/lua,android,debug,1.1.3,,build_app,undefined,,19,,,,
521,56ec30cce47baa0ae0f74e612ae0192e7268c428,origin/release/v1.1.2,android,release,1.1.2,,build_app,undefined,,9,,,,
522,86d10bfacea2282d60cdd3ea7ca230acd584339d,origin/release/v1.1.2.2,ios,debug,1.1.2,,upload_patch,undefined,,19,,,,
523,b3c123f64247e185261f814489660c686d61421e,origin/release/v1.1.2.2,ios,debug,1.1.2,,upload_patch,undefined,,19,,,,
524,ef2a4bdf5176f84d0de9590586f481d97ca9765b,origin/release/v1.1.2.2,ios,debug,1.1.2,,upload_patch,undefined,,19,,,,
525,accaa6b564e036bcb1af5bdd99581f8a429df045,origin/release/v1.1.2.2,ios,debug,1.1.2,,upload_patch,undefined,,19,,,,
526,09a6198249625c89c63688435733510b98252833,origin/release/v1.1.2.2,ios,debug,1.1.2,,upload_patch,undefined,,19,,,,
527,3dc61dc087593f2311b7604953fa75e070d0b5e6,origin/release/v1.1.2.2,ios,debug,1.1.2,,upload_patch,undefined,,19,,,,
528,3dc61dc087593f2311b7604953fa75e070d0b5e6,origin/release/v1.1.2.2,ios,debug,1.1.2,,upload_patch,undefined,,19,,,,
529,1aa847278433043ea14027bfd6eef2bb58926053,origin/release/v1.1.2.2,ios,debug,1.1.2,,upload_patch,undefined,,19,,,,
530,c4beebb086c407e95189e0c16517080ae040e4f5,origin/release/v1.1.2.2,ios,release,1.1.2,,upload_patch,undefined,,19,,,,
531,95dfe41e99f1551e26a43eab3e8d961185c193cb,origin/lua,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,531,,,
532,312e62a891c8516c48f06064e4a79f207019cf91,origin/lua,ios,debug,1.1.3,,upload_patch,undefined,,19,,,,
533,2b410919691c04f8901718a6d8497e85c43f3bc5,origin/release/v1.1.2,android,debug,1.1.2,,build_app,undefined,,19,,,,
534,e51ef7c03230fae7f24420ee5bd1837fe3902f7e,origin/lua,ios,debug,1.1.3,,upload_patch,undefined,,19,,,,
535,3bd519b8cfce25b7d0cc9606c8e29f4939952567,origin/lua,ios,debug,1.1.3,,upload_patch,undefined,,19,,,,
536,aad3846a4726c50b1cf0353048f63ce32a00f53b,origin/lua,ios,debug,1.1.3,,upload_patch,undefined,,19,,,,
537,98cf353b8aeee9b315d51c318f6309c5bf4ef284,origin/lua,ios,release,1.1.3,测试账号转移后打包有无问题,build_app,undefined,adhoc ,19,,,,
538,dd45e20c59df6b84e0116cd944120c36e44578e7,origin/lua,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
539,81d6507073c8a4ca0ce07cb09a553e7a3bc1b523,origin/lua,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
540,ad62541f8f51f9b3d3eedc2d5dd344b320dd1986,origin/lua,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,,,,
541,cbc34783e05321ebc483eda64b23819ddf538a94,origin/lua,ios,debug,1.1.3,,upload_patch,undefined,,19,,,,
542,cbc34783e05321ebc483eda64b23819ddf538a94,origin/lua,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,,,,
543,efc4cc7db780cefbed1f79bd80afeef5c8e40175,origin/feature/cutscene,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,,,,
544,efc4cc7db780cefbed1f79bd80afeef5c8e40175,origin/feature/cutscene,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
545,efc4cc7db780cefbed1f79bd80afeef5c8e40175,origin/feature/cutscene,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
546,cbc34783e05321ebc483eda64b23819ddf538a94,origin/lua,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,,,,
547,5bc649c24fe1c45bb4df3b3b0b7a0823d9873f8c,origin/feature/cutscene,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
548,f3578762ba01d525f0eb7cecd171f6b4cd2cdb6a,origin/feature/cutscene,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
549,29b920e67ef469b7f2decb926413c3631f82f9cd,origin/lua,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,,,,
550,b5e0523d7ac4f11ddec9470767ccedfbdb4aa03f,origin/feature/cutscene,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
551,14400b975ff396f77f7eb9a8ac7e14c761591a1e,origin/feature/cutscene,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
552,6283078daf98958b1ae8280549e0f7aa6b232997,origin/feature/cutscene,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
553,1986c14be3eb76aa4b041661568e852bc77be627,origin/feature/cutscene,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
554,5058b60a90468561d065f7ff3dc0b152b57e19b2,origin/lua,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,554,,,
555,7a1c24391f751d7adaef5e727d7eab76ae656b17,origin/feature/cutscene,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
556,5f4c316d06ceeffb7a7e65b0db82f42e32fab8e7,origin/feature/cutscene,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
557,7961d1e99823fcbad74355aacd34ef8abedef70e,origin/feature/cutscene,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,,,,
558,007d962ec3a611f7023ab0de2b9c7f538a97fa09,origin/feature/cutscene,ios,debug,1.1.3,,upload_patch,undefined,,19,,,,
559,007d962ec3a611f7023ab0de2b9c7f538a97fa09,origin/feature/cutscene,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,,,,
560,007d962ec3a611f7023ab0de2b9c7f538a97fa09,origin/feature/cutscene,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,,,,
561,5cb17cd700385b9463f73653ccb4f8fd2111a238,origin/lua,ios,debug,1.1.3,,upload_patch,undefined,,19,,,,
562,5cb17cd700385b9463f73653ccb4f8fd2111a238,origin/lua,ios,debug,1.1.3,,upload_patch,undefined,,19,,,,
563,091c1cc3d364bc81d517b4706504a29cd3aa8d49,origin/lua,ios,debug,1.1.3,,upload_patch,undefined,,19,,,,
564,07963ea4882255109a3e28faa2e418c470fd7b1e,origin/lua,ios,debug,1.1.3,,upload_patch,undefined,,19,,,,
565,07963ea4882255109a3e28faa2e418c470fd7b1e,origin/lua,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,565,,,
566,adf0829bde3cdc48dded2b492296687778763e3c,origin/lua,ios,debug,1.1.3,,upload_patch,undefined,,19,,,,
567,adf0829bde3cdc48dded2b492296687778763e3c,origin/lua,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,,,,
568,adf0829bde3cdc48dded2b492296687778763e3c,origin/lua,ios,debug,1.1.3,,upload_patch,undefined,,19,,,,
569,771f574f2e369d6aa68ff80e362cb4fbda6f7b0a,origin/lua,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,569,,,
570,86fa65c0531b2f1ac5e84153c5535596c7ab05a2,origin/release/v1.1.3,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
571,a4369f50430198c20b75bd3a2c266ae9d7d86d6f,origin/lua,ios,release,1.1.3,,build_app,undefined,adhoc ,19,,,,
572,3ff35d5b85ae980a585f15da9eb363eb2e3243c5,origin/lua,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,572,,,
573,3148766eff88bae5aceff48039da53e23a90fe86,origin/feature/cutscene,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,,,,
574,331f6e633af5ea50c0b0ccf779264f2fd9c857ab,origin/feature/cutscene,ios,debug,1.1.3,,build_app,undefined,adhoc ,19,,,,
